intersection_id,tollgate_id,time_window,avg_travel_time
A,3,"[2016-10-25 06:40:00,2016-10-25 07:00:00)",89.67085809206354
A,3,"[2016-10-25 07:00:00,2016-10-25 07:20:00)",87.02930077688093
A,3,"[2016-10-25 07:20:00,2016-10-25 07:40:00)",66.69051949369634
A,3,"[2016-10-25 07:40:00,2016-10-25 08:00:00)",63.498756242539656
A,3,"[2016-10-26 06:00:00,2016-10-26 06:20:00)",78.14684707540688
A,3,"[2016-10-26 06:20:00,2016-10-26 06:40:00)",74.47070575937894
A,3,"[2016-10-26 06:40:00,2016-10-26 07:00:00)",75.06384234425481
A,3,"[2016-10-26 07:00:00,2016-10-26 07:20:00)",69.41712324533208
A,3,"[2016-10-26 07:20:00,2016-10-26 07:40:00)",66.43145519264814
A,3,"[2016-10-26 07:40:00,2016-10-26 08:00:00)",66.26844702991181
A,3,"[2016-10-27 06:00:00,2016-10-27 06:20:00)",85.54085654674905
A,3,"[2016-10-27 06:20:00,2016-10-27 06:40:00)",110.44512497589605
A,3,"[2016-10-27 06:40:00,2016-10-27 07:00:00)",123.65607486620866
A,3,"[2016-10-27 07:00:00,2016-10-27 07:20:00)",83.87326361317099
A,3,"[2016-10-27 07:20:00,2016-10-27 07:40:00)",145.58883727437902
A,3,"[2016-10-27 07:40:00,2016-10-27 08:00:00)",122.4377483355521
A,3,"[2016-10-28 06:00:00,2016-10-28 06:20:00)",100.56352625694716
A,3,"[2016-10-28 06:20:00,2016-10-28 06:40:00)",100.9050251853227
A,3,"[2016-10-28 06:40:00,2016-10-28 07:00:00)",78.19830881733526
A,3,"[2016-10-28 07:00:00,2016-10-28 07:20:00)",86.19858067888687
A,3,"[2016-10-28 07:20:00,2016-10-28 07:40:00)",140.58380913415314
A,3,"[2016-10-28 07:40:00,2016-10-28 08:00:00)",79.84861515663387
A,3,"[2016-10-29 06:00:00,2016-10-29 06:20:00)",90.91649419473852
A,3,"[2016-10-29 06:20:00,2016-10-29 06:40:00)",69.20895790325396
A,3,"[2016-10-29 06:40:00,2016-10-29 07:00:00)",69.5158111796334
A,3,"[2016-10-29 07:00:00,2016-10-29 07:20:00)",86.31273117003204
A,3,"[2016-10-29 07:20:00,2016-10-29 07:40:00)",70.02368126444054
A,3,"[2016-10-29 07:40:00,2016-10-29 08:00:00)",69.46366282111403
A,3,"[2016-10-30 06:00:00,2016-10-30 06:20:00)",76.68880092347524
A,3,"[2016-10-30 06:20:00,2016-10-30 06:40:00)",69.63935700712261
A,3,"[2016-10-30 06:40:00,2016-10-30 07:00:00)",69.37448611273516
A,3,"[2016-10-30 07:00:00,2016-10-30 07:20:00)",88.68000936416449
A,3,"[2016-10-30 07:20:00,2016-10-30 07:40:00)",70.44603715993138
A,3,"[2016-10-30 07:40:00,2016-10-30 08:00:00)",71.37191682483633
A,3,"[2016-10-31 06:00:00,2016-10-31 06:20:00)",68.85413280811062
A,3,"[2016-10-31 06:20:00,2016-10-31 06:40:00)",84.80985949222067
A,3,"[2016-10-31 06:40:00,2016-10-31 07:00:00)",80.41282566228516
A,3,"[2016-10-31 07:00:00,2016-10-31 07:20:00)",69.27499790222474
A,3,"[2016-10-31 07:20:00,2016-10-31 07:40:00)",92.02224824814957
A,3,"[2016-10-31 07:40:00,2016-10-31 08:00:00)",77.7680084271509
B,1,"[2016-10-25 06:00:00,2016-10-25 06:20:00)",58.087072097103345
B,1,"[2016-10-25 06:20:00,2016-10-25 06:40:00)",61.693971334217345
B,1,"[2016-10-25 06:40:00,2016-10-25 07:00:00)",58.054646373912284
B,1,"[2016-10-25 07:00:00,2016-10-25 07:20:00)",56.83421124731918
B,1,"[2016-10-25 07:20:00,2016-10-25 07:40:00)",57.37441908901261
B,1,"[2016-10-25 07:40:00,2016-10-25 08:00:00)",55.19570041278418
B,1,"[2016-10-26 06:00:00,2016-10-26 06:20:00)",53.29273245854631
B,1,"[2016-10-26 06:20:00,2016-10-26 06:40:00)",57.92832501742193
B,1,"[2016-10-26 06:40:00,2016-10-26 07:00:00)",54.5627984568665
B,1,"[2016-10-26 07:00:00,2016-10-26 07:20:00)",53.29273245854631
B,1,"[2016-10-26 07:20:00,2016-10-26 07:40:00)",55.70322743248632
B,1,"[2016-10-26 07:40:00,2016-10-26 08:00:00)",53.83798030450988
B,1,"[2016-10-27 06:00:00,2016-10-27 06:20:00)",54.96152685807501
B,1,"[2016-10-27 06:20:00,2016-10-27 06:40:00)",65.13253724555837
B,1,"[2016-10-27 06:40:00,2016-10-27 07:00:00)",53.653692846661755
B,1,"[2016-10-27 07:00:00,2016-10-27 07:20:00)",62.795820697826464
B,1,"[2016-10-27 07:20:00,2016-10-27 07:40:00)",74.41026658196685
B,1,"[2016-10-27 07:40:00,2016-10-27 08:00:00)",54.938486076279716
B,1,"[2016-10-28 06:00:00,2016-10-28 06:20:00)",57.580691308244866
B,1,"[2016-10-28 06:20:00,2016-10-28 06:40:00)",61.62605605514433
B,1,"[2016-10-28 06:40:00,2016-10-28 07:00:00)",74.41026658196685
B,1,"[2016-10-28 07:00:00,2016-10-28 07:20:00)",61.911602744606284
B,1,"[2016-10-28 07:20:00,2016-10-28 07:40:00)",61.04423302653061
B,1,"[2016-10-28 07:40:00,2016-10-28 08:00:00)",74.41026658196685
B,1,"[2016-10-29 06:00:00,2016-10-29 06:20:00)",54.147869306545545
B,1,"[2016-10-29 06:20:00,2016-10-29 06:40:00)",56.065618339313794
B,1,"[2016-10-29 06:40:00,2016-10-29 07:00:00)",58.90753637163628
B,1,"[2016-10-29 07:00:00,2016-10-29 07:20:00)",54.31677414251988
B,1,"[2016-10-29 07:20:00,2016-10-29 07:40:00)",56.35250090445042
B,1,"[2016-10-29 07:40:00,2016-10-29 08:00:00)",57.73365103964146
B,1,"[2016-10-30 06:00:00,2016-10-30 06:20:00)",60.64375962056278
B,1,"[2016-10-30 06:20:00,2016-10-30 06:40:00)",66.71344684573394
B,1,"[2016-10-30 06:40:00,2016-10-30 07:00:00)",61.638782680496405
B,1,"[2016-10-30 07:00:00,2016-10-30 07:20:00)",60.249319127107455
B,1,"[2016-10-30 07:20:00,2016-10-30 07:40:00)",74.41026658196685
B,1,"[2016-10-30 07:40:00,2016-10-30 08:00:00)",74.41026658196685
B,1,"[2016-10-31 06:00:00,2016-10-31 06:20:00)",58.798039419941645
B,1,"[2016-10-31 06:20:00,2016-10-31 06:40:00)",57.79033261111436
B,1,"[2016-10-31 06:40:00,2016-10-31 07:00:00)",55.84153297245386
B,1,"[2016-10-31 07:00:00,2016-10-31 07:20:00)",60.15211935699203
B,1,"[2016-10-31 07:20:00,2016-10-31 07:40:00)",57.24230011177179
B,1,"[2016-10-31 07:40:00,2016-10-31 08:00:00)",57.46952527166293
B,3,"[2016-10-25 06:00:00,2016-10-25 06:20:00)",50.33008135382546
B,3,"[2016-10-25 06:20:00,2016-10-25 06:40:00)",48.72484762903119
B,3,"[2016-10-25 06:40:00,2016-10-25 07:00:00)",52.58190441650981
B,3,"[2016-10-25 07:00:00,2016-10-25 07:20:00)",58.05593600834648
B,3,"[2016-10-25 07:20:00,2016-10-25 07:40:00)",58.749352698119274
B,3,"[2016-10-25 07:40:00,2016-10-25 08:00:00)",50.35388497639086
B,3,"[2016-10-26 06:00:00,2016-10-26 06:20:00)",47.91848262846966
B,3,"[2016-10-26 06:20:00,2016-10-26 06:40:00)",48.95924069212762
B,3,"[2016-10-26 06:40:00,2016-10-26 07:00:00)",46.092396039731
B,3,"[2016-10-26 07:00:00,2016-10-26 07:20:00)",51.30697147018206
B,3,"[2016-10-26 07:20:00,2016-10-26 07:40:00)",47.052797688516904
B,3,"[2016-10-26 07:40:00,2016-10-26 08:00:00)",45.83170642862144
B,3,"[2016-10-27 06:00:00,2016-10-27 06:20:00)",49.62403938509722
B,3,"[2016-10-27 06:20:00,2016-10-27 06:40:00)",53.20499199051479
B,3,"[2016-10-27 06:40:00,2016-10-27 07:00:00)",47.52205304849589
B,3,"[2016-10-27 07:00:00,2016-10-27 07:20:00)",62.17541358811693
B,3,"[2016-10-27 07:20:00,2016-10-27 07:40:00)",53.289641573771505
B,3,"[2016-10-27 07:40:00,2016-10-27 08:00:00)",45.770906612694255
B,3,"[2016-10-28 06:00:00,2016-10-28 06:20:00)",45.05830511561206
B,3,"[2016-10-28 06:20:00,2016-10-28 06:40:00)",45.35350440961861
B,3,"[2016-10-28 06:40:00,2016-10-28 07:00:00)",49.726024071532315
B,3,"[2016-10-28 07:00:00,2016-10-28 07:20:00)",45.845049112699115
B,3,"[2016-10-28 07:20:00,2016-10-28 07:40:00)",45.38479809507314
B,3,"[2016-10-28 07:40:00,2016-10-28 08:00:00)",47.92914384760984
B,3,"[2016-10-29 06:00:00,2016-10-29 06:20:00)",48.69848393625343
B,3,"[2016-10-29 06:20:00,2016-10-29 06:40:00)",49.77944138900293
B,3,"[2016-10-29 06:40:00,2016-10-29 07:00:00)",59.70601390555458
B,3,"[2016-10-29 07:00:00,2016-10-29 07:20:00)",53.12661851545071
B,3,"[2016-10-29 07:20:00,2016-10-29 07:40:00)",51.493785470552396
B,3,"[2016-10-29 07:40:00,2016-10-29 08:00:00)",50.355786876400344
B,3,"[2016-10-30 06:00:00,2016-10-30 06:20:00)",58.933509249519346
B,3,"[2016-10-30 06:20:00,2016-10-30 06:40:00)",54.235219715200216
B,3,"[2016-10-30 06:40:00,2016-10-30 07:00:00)",45.98773413857289
B,3,"[2016-10-30 07:00:00,2016-10-30 07:20:00)",50.834908030147524
B,3,"[2016-10-30 07:20:00,2016-10-30 07:40:00)",47.77093197580469
B,3,"[2016-10-30 07:40:00,2016-10-30 08:00:00)",46.0424808976824
B,3,"[2016-10-31 06:00:00,2016-10-31 06:20:00)",46.46411674760353
B,3,"[2016-10-31 06:20:00,2016-10-31 06:40:00)",45.5516864538169
B,3,"[2016-10-31 06:40:00,2016-10-31 07:00:00)",45.28889346599162
B,3,"[2016-10-31 07:00:00,2016-10-31 07:20:00)",48.60186233176835
B,3,"[2016-10-31 07:20:00,2016-10-31 07:40:00)",47.164887936414864
B,3,"[2016-10-31 07:40:00,2016-10-31 08:00:00)",46.31382932847436
C,1,"[2016-10-25 06:00:00,2016-10-25 06:20:00)",82.03440200148181
C,1,"[2016-10-25 06:20:00,2016-10-25 06:40:00)",83.70174792918388
C,1,"[2016-10-25 06:40:00,2016-10-25 07:00:00)",80.12192120877164
C,1,"[2016-10-25 07:00:00,2016-10-25 07:20:00)",89.53580993609914
C,1,"[2016-10-25 07:20:00,2016-10-25 07:40:00)",96.56610805674688
C,1,"[2016-10-25 07:40:00,2016-10-25 08:00:00)",80.92873096505181
C,1,"[2016-10-26 06:00:00,2016-10-26 06:20:00)",78.27825280093809
C,1,"[2016-10-26 06:20:00,2016-10-26 06:40:00)",80.20499867165228
C,1,"[2016-10-26 06:40:00,2016-10-26 07:00:00)",83.471005700228
C,1,"[2016-10-26 07:00:00,2016-10-26 07:20:00)",78.77462694761388
C,1,"[2016-10-26 07:20:00,2016-10-26 07:40:00)",83.62119141112255
C,1,"[2016-10-26 07:40:00,2016-10-26 08:00:00)",84.99073084145721
C,1,"[2016-10-27 06:00:00,2016-10-27 06:20:00)",78.62260686784053
C,1,"[2016-10-27 06:20:00,2016-10-27 06:40:00)",82.80536090180794
C,1,"[2016-10-27 06:40:00,2016-10-27 07:00:00)",81.46816876243115
C,1,"[2016-10-27 07:00:00,2016-10-27 07:20:00)",78.33052114563151
C,1,"[2016-10-27 07:20:00,2016-10-27 07:40:00)",89.05904584644941
C,1,"[2016-10-27 07:40:00,2016-10-27 08:00:00)",81.99963984507805
C,1,"[2016-10-28 06:00:00,2016-10-28 06:20:00)",93.5323266641795
C,1,"[2016-10-28 06:20:00,2016-10-28 06:40:00)",78.27478406823606
C,1,"[2016-10-28 06:40:00,2016-10-28 07:00:00)",79.36937434658489
C,1,"[2016-10-28 07:00:00,2016-10-28 07:20:00)",99.53542580003136
C,1,"[2016-10-28 07:20:00,2016-10-28 07:40:00)",78.49803485358694
C,1,"[2016-10-28 07:40:00,2016-10-28 08:00:00)",79.84263818559421
C,1,"[2016-10-29 06:00:00,2016-10-29 06:20:00)",80.69112419462323
C,1,"[2016-10-29 06:20:00,2016-10-29 06:40:00)",79.51487960378068
C,1,"[2016-10-29 06:40:00,2016-10-29 07:00:00)",80.00868602058584
C,1,"[2016-10-29 07:00:00,2016-10-29 07:20:00)",80.19140979012806
C,1,"[2016-10-29 07:20:00,2016-10-29 07:40:00)",80.80037916729925
C,1,"[2016-10-29 07:40:00,2016-10-29 08:00:00)",79.5877745398257
C,1,"[2016-10-30 06:00:00,2016-10-30 06:20:00)",87.1187589022884
C,1,"[2016-10-30 06:20:00,2016-10-30 06:40:00)",93.58408223105171
C,1,"[2016-10-30 06:40:00,2016-10-30 07:00:00)",79.42967037645434
C,1,"[2016-10-30 07:00:00,2016-10-30 07:20:00)",85.04008675193812
C,1,"[2016-10-30 07:20:00,2016-10-30 07:40:00)",92.2377087908645
C,1,"[2016-10-30 07:40:00,2016-10-30 08:00:00)",80.17637073343299
C,1,"[2016-10-31 06:00:00,2016-10-31 06:20:00)",96.39078566693708
C,1,"[2016-10-31 06:20:00,2016-10-31 06:40:00)",92.56056960682888
C,1,"[2016-10-31 06:40:00,2016-10-31 07:00:00)",93.69715309195372
C,1,"[2016-10-31 07:00:00,2016-10-31 07:20:00)",105.63103668855841
C,1,"[2016-10-31 07:20:00,2016-10-31 07:40:00)",89.36878001030199
C,1,"[2016-10-31 07:40:00,2016-10-31 08:00:00)",95.99550236287642
C,3,"[2016-10-25 06:00:00,2016-10-25 06:20:00)",82.50739277524207
C,3,"[2016-10-25 06:20:00,2016-10-25 06:40:00)",82.50739277524207
C,3,"[2016-10-25 06:40:00,2016-10-25 07:00:00)",79.92694084364065
C,3,"[2016-10-25 07:00:00,2016-10-25 07:20:00)",84.23022390552222
C,3,"[2016-10-25 07:20:00,2016-10-25 07:40:00)",81.22260825248378
C,3,"[2016-10-25 07:40:00,2016-10-25 08:00:00)",79.58166010649781
C,3,"[2016-10-26 06:00:00,2016-10-26 06:20:00)",80.61907429654656
C,3,"[2016-10-26 06:20:00,2016-10-26 06:40:00)",79.37564851241223
C,3,"[2016-10-26 06:40:00,2016-10-26 07:00:00)",81.28907341059683
C,3,"[2016-10-26 07:00:00,2016-10-26 07:20:00)",82.1222291140572
C,3,"[2016-10-26 07:20:00,2016-10-26 07:40:00)",83.86631631211714
C,3,"[2016-10-26 07:40:00,2016-10-26 08:00:00)",80.96750912915157
C,3,"[2016-10-27 06:00:00,2016-10-27 06:20:00)",80.89555262145699
C,3,"[2016-10-27 06:20:00,2016-10-27 06:40:00)",81.44592889451259
C,3,"[2016-10-27 06:40:00,2016-10-27 07:00:00)",83.71686685593143
C,3,"[2016-10-27 07:00:00,2016-10-27 07:20:00)",81.48129526901222
C,3,"[2016-10-27 07:20:00,2016-10-27 07:40:00)",80.74789566928011
C,3,"[2016-10-27 07:40:00,2016-10-27 08:00:00)",82.55386533066552
C,3,"[2016-10-28 06:00:00,2016-10-28 06:20:00)",83.83638982532149
C,3,"[2016-10-28 06:20:00,2016-10-28 06:40:00)",88.52637956252553
C,3,"[2016-10-28 06:40:00,2016-10-28 07:00:00)",87.945505126429
C,3,"[2016-10-28 07:00:00,2016-10-28 07:20:00)",86.8265010066981
C,3,"[2016-10-28 07:20:00,2016-10-28 07:40:00)",92.43558233219221
C,3,"[2016-10-28 07:40:00,2016-10-28 08:00:00)",88.09205898272819
C,3,"[2016-10-29 06:00:00,2016-10-29 06:20:00)",86.40798875614625
C,3,"[2016-10-29 06:20:00,2016-10-29 06:40:00)",92.91843462481151
C,3,"[2016-10-29 06:40:00,2016-10-29 07:00:00)",85.81397336665495
C,3,"[2016-10-29 07:00:00,2016-10-29 07:20:00)",90.88664181038187
C,3,"[2016-10-29 07:20:00,2016-10-29 07:40:00)",92.1043762897369
C,3,"[2016-10-29 07:40:00,2016-10-29 08:00:00)",98.86618371049414
C,3,"[2016-10-30 06:00:00,2016-10-30 06:20:00)",81.75831832066702
C,3,"[2016-10-30 06:20:00,2016-10-30 06:40:00)",86.99160808763577
C,3,"[2016-10-30 06:40:00,2016-10-30 07:00:00)",81.13537423470241
C,3,"[2016-10-30 07:00:00,2016-10-30 07:20:00)",98.54768508616124
C,3,"[2016-10-30 07:20:00,2016-10-30 07:40:00)",118.22006163499051
C,3,"[2016-10-30 07:40:00,2016-10-30 08:00:00)",104.02611228269959
C,3,"[2016-10-31 06:00:00,2016-10-31 06:20:00)",82.5847220394838
C,3,"[2016-10-31 06:20:00,2016-10-31 06:40:00)",88.45667283140956
C,3,"[2016-10-31 06:40:00,2016-10-31 07:00:00)",79.66514401165402
C,3,"[2016-10-31 07:00:00,2016-10-31 07:20:00)",83.77026482435811
C,3,"[2016-10-31 07:20:00,2016-10-31 07:40:00)",85.59446810428655
C,3,"[2016-10-31 07:40:00,2016-10-31 08:00:00)",80.12423981093886
A,2,"[2016-10-25 15:00:00,2016-10-25 15:20:00)",32.316874908846714
A,2,"[2016-10-25 15:20:00,2016-10-25 15:40:00)",33.91490305522875
A,2,"[2016-10-25 15:40:00,2016-10-25 16:00:00)",33.12751518072706
A,2,"[2016-10-25 16:00:00,2016-10-25 16:20:00)",32.316874908846714
A,2,"[2016-10-25 16:20:00,2016-10-25 16:40:00)",33.91490305522875
A,2,"[2016-10-25 16:40:00,2016-10-25 17:00:00)",33.12751518072706
A,2,"[2016-10-26 15:00:00,2016-10-26 15:20:00)",31.90625726492672
A,2,"[2016-10-26 15:20:00,2016-10-26 15:40:00)",32.54273716252366
A,2,"[2016-10-26 15:40:00,2016-10-26 16:00:00)",32.053291089901606
A,2,"[2016-10-26 16:00:00,2016-10-26 16:20:00)",31.90625726492672
A,2,"[2016-10-26 16:20:00,2016-10-26 16:40:00)",32.54273716252366
A,2,"[2016-10-26 16:40:00,2016-10-26 17:00:00)",32.053291089901606
A,2,"[2016-10-27 15:00:00,2016-10-27 15:20:00)",31.89789753265962
A,2,"[2016-10-27 15:20:00,2016-10-27 15:40:00)",33.54583678264016
A,2,"[2016-10-27 15:40:00,2016-10-27 16:00:00)",32.63958119217789
A,2,"[2016-10-27 16:00:00,2016-10-27 16:20:00)",31.89789753265962
A,2,"[2016-10-27 16:20:00,2016-10-27 16:40:00)",33.54583678264016
A,2,"[2016-10-27 16:40:00,2016-10-27 17:00:00)",32.63958119217789
A,2,"[2016-10-28 15:00:00,2016-10-28 15:20:00)",32.88787861837266
A,2,"[2016-10-28 15:20:00,2016-10-28 15:40:00)",33.39536841078302
A,2,"[2016-10-28 15:40:00,2016-10-28 16:00:00)",33.12043721743093
A,2,"[2016-10-28 16:00:00,2016-10-28 16:20:00)",32.88787861837266
A,2,"[2016-10-28 16:20:00,2016-10-28 16:40:00)",33.39536841078302
A,2,"[2016-10-28 16:40:00,2016-10-28 17:00:00)",33.12043721743093
A,2,"[2016-10-29 15:00:00,2016-10-29 15:20:00)",34.8262831418406
A,2,"[2016-10-29 15:20:00,2016-10-29 15:40:00)",37.8650057310276
A,2,"[2016-10-29 15:40:00,2016-10-29 16:00:00)",38.45944577625114
A,2,"[2016-10-29 16:00:00,2016-10-29 16:20:00)",34.8262831418406
A,2,"[2016-10-29 16:20:00,2016-10-29 16:40:00)",37.8650057310276
A,2,"[2016-10-29 16:40:00,2016-10-29 17:00:00)",38.45944577625114
A,2,"[2016-10-30 15:00:00,2016-10-30 15:20:00)",34.01345527149861
A,2,"[2016-10-30 15:20:00,2016-10-30 15:40:00)",33.661598650329644
A,2,"[2016-10-30 15:40:00,2016-10-30 16:00:00)",33.921032470222876
A,2,"[2016-10-30 16:00:00,2016-10-30 16:20:00)",34.01345527149861
A,2,"[2016-10-30 16:20:00,2016-10-30 16:40:00)",33.661598650329644
A,2,"[2016-10-30 16:40:00,2016-10-30 17:00:00)",33.921032470222876
A,2,"[2016-10-31 15:00:00,2016-10-31 15:20:00)",32.93825612713824
A,2,"[2016-10-31 15:20:00,2016-10-31 15:40:00)",33.86440325088215
A,2,"[2016-10-31 15:40:00,2016-10-31 16:00:00)",32.70455827517037
A,2,"[2016-10-31 16:00:00,2016-10-31 16:20:00)",32.93825612713824
A,2,"[2016-10-31 16:20:00,2016-10-31 16:40:00)",33.86440325088215
A,2,"[2016-10-31 16:40:00,2016-10-31 17:00:00)",32.70455827517037
A,3,"[2016-10-25 15:00:00,2016-10-25 15:20:00)",58.57731636379889
A,3,"[2016-10-25 15:20:00,2016-10-25 15:40:00)",59.150644493732756
A,3,"[2016-10-25 15:40:00,2016-10-25 16:00:00)",55.74129407008809
A,3,"[2016-10-25 16:00:00,2016-10-25 16:20:00)",55.559090621858566
A,3,"[2016-10-25 16:20:00,2016-10-25 16:40:00)",58.38938185793029
A,3,"[2016-10-25 16:40:00,2016-10-25 17:00:00)",55.564771886717004
A,3,"[2016-10-26 15:00:00,2016-10-26 15:20:00)",58.402730806188536
A,3,"[2016-10-26 15:20:00,2016-10-26 15:40:00)",55.35199156406401
A,3,"[2016-10-26 15:40:00,2016-10-26 16:00:00)",57.59684627721699
A,3,"[2016-10-26 16:00:00,2016-10-26 16:20:00)",58.402730662638255
A,3,"[2016-10-26 16:20:00,2016-10-26 16:40:00)",55.35199153074972
A,3,"[2016-10-26 16:40:00,2016-10-26 17:00:00)",57.59684626872864
A,3,"[2016-10-27 15:00:00,2016-10-27 15:20:00)",55.6051884550113
A,3,"[2016-10-27 15:20:00,2016-10-27 15:40:00)",59.05569239909147
A,3,"[2016-10-27 15:40:00,2016-10-27 16:00:00)",58.353026184609526
A,3,"[2016-10-27 16:00:00,2016-10-27 16:20:00)",55.6051884550113
A,3,"[2016-10-27 16:20:00,2016-10-27 16:40:00)",59.05569239909147
A,3,"[2016-10-27 16:40:00,2016-10-27 17:00:00)",58.353026184609526
A,3,"[2016-10-28 15:00:00,2016-10-28 15:20:00)",61.52678242894187
A,3,"[2016-10-28 15:20:00,2016-10-28 15:40:00)",58.859410682159385
A,3,"[2016-10-28 15:40:00,2016-10-28 16:00:00)",56.591532154540424
A,3,"[2016-10-28 16:00:00,2016-10-28 16:20:00)",61.52678242894187
A,3,"[2016-10-28 16:20:00,2016-10-28 16:40:00)",58.859410682159385
A,3,"[2016-10-28 16:40:00,2016-10-28 17:00:00)",56.591532154540424
A,3,"[2016-10-29 15:00:00,2016-10-29 15:20:00)",56.18202758036275
A,3,"[2016-10-29 15:20:00,2016-10-29 15:40:00)",56.52300935742923
A,3,"[2016-10-29 15:40:00,2016-10-29 16:00:00)",54.923509802026565
A,3,"[2016-10-29 16:00:00,2016-10-29 16:20:00)",56.18202758036275
A,3,"[2016-10-29 16:20:00,2016-10-29 16:40:00)",56.52300935742923
A,3,"[2016-10-29 16:40:00,2016-10-29 17:00:00)",54.923509802026565
A,3,"[2016-10-30 15:00:00,2016-10-30 15:20:00)",60.201454811019026
A,3,"[2016-10-30 15:20:00,2016-10-30 15:40:00)",58.74282934067793
A,3,"[2016-10-30 15:40:00,2016-10-30 16:00:00)",62.00720852986933
A,3,"[2016-10-30 16:00:00,2016-10-30 16:20:00)",60.201454811019026
A,3,"[2016-10-30 16:20:00,2016-10-30 16:40:00)",58.74282934067793
A,3,"[2016-10-30 16:40:00,2016-10-30 17:00:00)",62.00720852986933
A,3,"[2016-10-31 15:00:00,2016-10-31 15:20:00)",58.012964899290374
A,3,"[2016-10-31 15:20:00,2016-10-31 15:40:00)",60.416297674661045
A,3,"[2016-10-31 15:40:00,2016-10-31 16:00:00)",76.60701337299146
A,3,"[2016-10-31 16:00:00,2016-10-31 16:20:00)",58.012964899290374
A,3,"[2016-10-31 16:20:00,2016-10-31 16:40:00)",60.416297674661045
A,3,"[2016-10-31 16:40:00,2016-10-31 17:00:00)",76.60701337299146
B,1,"[2016-10-25 15:00:00,2016-10-25 15:20:00)",63.741213536745065
B,1,"[2016-10-25 15:20:00,2016-10-25 15:40:00)",65.98415736553909
B,1,"[2016-10-25 15:40:00,2016-10-25 16:00:00)",66.59853282117835
B,1,"[2016-10-25 16:00:00,2016-10-25 16:20:00)",64.71012451468758
